Gene_Symbol	Probe_Id
ZNF587	ILMN_2078141
DUOXA1	ILMN_1710622
C1orf159	ILMN_1672811
KLHL23	ILMN_1732550
ARHGEF1	ILMN_1772370
LOC100129386	ILMN_3272436
LOC642276	ILMN_1814909
LOC651373	ILMN_1757718
SGCD	ILMN_1702861
SGCD	ILMN_1657254
LOC653722	ILMN_1772938
LOC728673	ILMN_3234955
C7orf63	ILMN_1790315
ZNFX1	ILMN_1745148
GIGYF2	ILMN_3268924
LOC100134360	ILMN_3243817
TM9SF1	ILMN_2333440
TM9SF1	ILMN_2253300
GPX6	ILMN_1740990
LOC100130276	ILMN_3267800
FAM110C	ILMN_2090641
MARVELD1	ILMN_3227782
LOC729402	ILMN_3225938
FRMPD3	ILMN_1753507
LOC100130506	ILMN_3263225
SYT3	ILMN_1724774
STAT3	ILMN_1663618
STAT3	ILMN_2401978
LOC645563	ILMN_1724197
LOC100129410	ILMN_3179396
MAPKAPK2	ILMN_1774844
CIP29	ILMN_1680967
THAP5	ILMN_2189915
THAP5	ILMN_1769150
C20orf94	ILMN_1715625
GPR113	ILMN_1762897
ACSM2A	ILMN_1809623
LRRIQ1	ILMN_1655955
UBA2	ILMN_1742872
LOC650965	ILMN_1680360
C9orf128	ILMN_1683232
LOC100129334	ILMN_3261601
SELM	ILMN_1651429
LOC100129335	ILMN_3191902
IRF1	ILMN_1708375
ACOT7	ILMN_1728883
LOC165186	ILMN_1775062
VPS37A	ILMN_1711139
VPS37A	ILMN_2161832
OR4E2	ILMN_1702807
ROGDI	ILMN_1722738
LOC286002	ILMN_3274543
DFNA5	ILMN_1670145
LOC653590	ILMN_3235392
LOC400352	ILMN_3218223
LOC100133312	ILMN_3274380
LOC648040	ILMN_1749175
LOC388181	ILMN_1755506
ARID4A	ILMN_1810229
TFEC	ILMN_1711332
ZNF492	ILMN_1662659
ABCC1	ILMN_2335302
OR51L1	ILMN_1697758
LOC441124	ILMN_1682912
LOC441124	ILMN_1778111
LOC389599	ILMN_1714765
LOC100127910	ILMN_3269572
ARHGDIG	ILMN_2049274
TMEM116	ILMN_2052871
LOC647786	ILMN_1701636
C7orf57	ILMN_1790211
ADAMTS10	ILMN_1751168
RPS27A	ILMN_1755883
RPS27A	ILMN_2048326
KIAA1026	ILMN_1658187
C6orf165	ILMN_1707780
LOC647521	ILMN_1700556
HADH	ILMN_1719906
DBI	ILMN_1755926
CCDC63	ILMN_1773060
HCCA2	ILMN_1706273
NLRP8	ILMN_1755027
NSDHL	ILMN_1692163
LOC728285	ILMN_1660067
FOXJ1	ILMN_1802190
MIR1255B2	ILMN_3311130
LOC642853	ILMN_1683886
LOC152667	ILMN_2135740
LOC152667	ILMN_1771070
KIR3DL2	ILMN_2190842
LOC645662	ILMN_1755076
LOC642204	ILMN_1704204
LOC653423	ILMN_1710889
LOC644921	ILMN_1679173
CHAF1B	ILMN_1674231
FANCG	ILMN_1758728
SNRPA1	ILMN_1715179
OTUD7B	ILMN_3239298
ITIH2	ILMN_1808494
NKX1-2	ILMN_1742725
LOC341784	ILMN_3296923
LOC389101	ILMN_3277993
LOC389101	ILMN_3201517
AP1S3	ILMN_1768610
CENTD2	ILMN_1786357
LOC643580	ILMN_1691704
KDELC2	ILMN_1651557
LOC647022	ILMN_1768407
LOC727787	ILMN_1680056
FLJ34690	ILMN_1676435
FUT5	ILMN_1773310
IL12RB1	ILMN_1815890
IL12RB1	ILMN_1699908
GCH1	ILMN_1788802
SMEK2	ILMN_1661650
KRTAP10-7	ILMN_1677392
LOC391692	ILMN_1743207
ADRA2A	ILMN_1659371
GUCY1B2	ILMN_1652166
PHACTR3	ILMN_2411864
PHACTR3	ILMN_1666222
SPANXB1	ILMN_2211030
SPANXB1	ILMN_2211032
POTEF	ILMN_1735698
POTEF	ILMN_3241758
LOC440896	ILMN_1678440
LOC387940	ILMN_1710111
LOC152663	ILMN_1744538
LOC100133232	ILMN_3296884
CSE1L	ILMN_1665797
CSE1L	ILMN_1706238
FCGR3A	ILMN_1703679
FCGR3A	ILMN_2112580
SRRM1L	ILMN_1661664
PDC	ILMN_1779037
RB1CC1	ILMN_1736796
CCDC105	ILMN_1677859
ELAVL3	ILMN_2401143
RGS5	ILMN_2082273
LOC728846	ILMN_3236988
SLC23A2	ILMN_1746578
SLC23A2	ILMN_1655272
LOC442132	ILMN_1782116
LOC731314	ILMN_1785756
FAM154A	ILMN_1764959
IGFBP1	ILMN_1728445
MGP	ILMN_1651958
MGP	ILMN_2071809
DALRD3	ILMN_1776054
MIR1246	ILMN_3308355
C10orf140	ILMN_3239861
RAD54L	ILMN_1658027
P2RY2	ILMN_1690664
LOC100134055	ILMN_3244687
FLJ36131	ILMN_3181480
FLJ36131	ILMN_3257941
CCDC40	ILMN_1760638
ANKRD20A4	ILMN_3240529
UBE3A	ILMN_1654323
ADAM17	ILMN_1765779
ADAM17	ILMN_2121068
HLTF	ILMN_1798588
FGF23	ILMN_1696488
CCDC18	ILMN_2077406
C12orf66	ILMN_1736995
RANBP3	ILMN_1680082
FABP2	ILMN_1740479
SCML4	ILMN_1747436
ARHGAP18	ILMN_1791186
OTUD3	ILMN_1779280
LOC100131283	ILMN_3199697
LOC642751	ILMN_1702278
CRELD1	ILMN_1659541
PPIAP19	ILMN_3226929
NINL	ILMN_1789094
LOC100129038	ILMN_3260101
SNORA33	ILMN_2096747
LOC100132810	ILMN_3244125
FRAG1	ILMN_1755405
FPGS	ILMN_1681724
FPGS	ILMN_1713948
LOC728473	ILMN_1816925
AIM1	ILMN_1688625
LOC644201	ILMN_1813025
UBE2E3	ILMN_2390338
UBE2E3	ILMN_1809652
UBE2E3	ILMN_1669553
LOC729375	ILMN_3239946
C9orf23	ILMN_2391345
C9orf23	ILMN_1683175
TBC1D2	ILMN_1769876
B4GALT3	ILMN_1692267
LOC729399	ILMN_1718992
LOC729399	ILMN_1679719
USP4	ILMN_1798712
USP4	ILMN_1773505
CEP192	ILMN_1703754
FAM18B2	ILMN_1700597
FAM18B2	ILMN_1789407
SUZ12P	ILMN_1706240
COASY	ILMN_2352326
STEAP3	ILMN_1761577
LOC441016	ILMN_1791597
C16orf74	ILMN_1806149
SRMS	ILMN_1744200
NBPF9	ILMN_1721112
ICA1	ILMN_1694399
BRIX1	ILMN_1679800
BRIX1	ILMN_2155172
FLJ32784	ILMN_2135456
LOC152845	ILMN_3275929
NOC4L	ILMN_1806068
CSTF3	ILMN_1762002
CSTF3	ILMN_2397880
C3orf15	ILMN_1676749
C1orf227	ILMN_1723568
C16orf61	ILMN_1783333
NPAS4	ILMN_1726459
C11orf35	ILMN_1652602
LOC643669	ILMN_1658304
LOC643669	ILMN_1673980
ISG20L2	ILMN_2090397
ZNF793	ILMN_1806333
NRP2	ILMN_2274306
WDR45	ILMN_1756146
WDR45	ILMN_1692255
LSM10	ILMN_1751803
ZBTB16	ILMN_2402817
C1GALT1	ILMN_1662578
RBMX	ILMN_2124951
PATL2	ILMN_3229046
USP22	ILMN_1750886
LOC100130441	ILMN_3176532
PCIF1	ILMN_2232368
PKD1L2	ILMN_1742788
PKD1L2	ILMN_1735534
TFF2	ILMN_1663919
LOC100128853	ILMN_3255668
TMEM9	ILMN_1686748
SPINLW1	ILMN_1794266
USP39	ILMN_1659523
NIN	ILMN_2256106
KRTAP5-8	ILMN_2197990
NAT5	ILMN_1692169
EVI2A	ILMN_1662747
LOC648394	ILMN_1698047
ST7OT3	ILMN_3246810
NUDT21	ILMN_2133146
NUDT21	ILMN_1798886
LOC652710	ILMN_1806868
KLHL17	ILMN_1749751
KLHL17	ILMN_1705602
MFF	ILMN_1680171
LOC647297	ILMN_1715709
HDAC11	ILMN_1684690
AAK1	ILMN_1689211
ARFGEF1	ILMN_2221408
ARFGEF1	ILMN_1728471
LOC652588	ILMN_1716649
RBMS1	ILMN_1656436
GABPB2	ILMN_2331701
LOC100130116	ILMN_3260148
ABHD14B	ILMN_2227533
LOC645029	ILMN_1734039
LOC100132000	ILMN_3290635
UBE2B	ILMN_1663099
LOC651581	ILMN_1674437
MSI1	ILMN_1739601
OR12D2	ILMN_1771488
FAM26A	ILMN_1661022
CYP4A22	ILMN_1726980
CYP4A22	ILMN_2059780
FAM105B	ILMN_1790062
ARHGAP28	ILMN_2290204
RCN3	ILMN_1809850
ATP5G3	ILMN_1770466
PCID2	ILMN_1788024
LOC643153	ILMN_3198581
LOC643153	ILMN_3275056
LOC399829	ILMN_1661288
LOC644120	ILMN_1755806
ZMAT5	ILMN_1745421
ZMAT5	ILMN_2337955
ZMAT5	ILMN_1759219
GAS6	ILMN_1768260
GAS6	ILMN_1779558
GAS6	ILMN_1784749
TBX1	ILMN_2248112
TBX1	ILMN_1708989
LOC653630	ILMN_1667147
MLL5	ILMN_1720491
LCA5	ILMN_2052686
MCM4	ILMN_1737205
LOC100133568	ILMN_3242535
ECE2	ILMN_2373207
ECE2	ILMN_2275248
PYGB	ILMN_1778360
LOC730357	ILMN_1692481
LOC648581	ILMN_1708047
LOC646762	ILMN_1739681
NR1I3	ILMN_1684106
EPB41L4B	ILMN_1784967
LOC645576	ILMN_1759282
OR56A3	ILMN_1719083
LOC100132425	ILMN_3284177
LOC729839	ILMN_3228852
SLCO2B1	ILMN_1761199
SLCO2B1	ILMN_2087656
LOC642616	ILMN_1784597
PPYR1	ILMN_1652137
SH3RF2	ILMN_1661137
SPEF2	ILMN_1658396
SPEF2	ILMN_1678391
MIR302D	ILMN_3310558
MIR223	ILMN_3308936
LOC728498	ILMN_1792344
LOC728498	ILMN_1709356
FAM98A	ILMN_1735453
LOC100132885	ILMN_3242772
COPS8	ILMN_2373779
MIR597	ILMN_3308642
RAB6B	ILMN_1752299
MCAM	ILMN_1685275
DAPP1	ILMN_1664691
DAPP1	ILMN_2097410
TTTY9B	ILMN_2197608
GPR153	ILMN_2146495
KRT18P28	ILMN_3178307
KCNIP2	ILMN_1657643
LOC642120	ILMN_1659639
LOC652664	ILMN_1689066
SNORD59B	ILMN_3242164
LOC652305	ILMN_1767702
PEG10	ILMN_2297626
PALM	ILMN_1812031
PALM	ILMN_2387214
PALM	ILMN_2283185
MAGEB3	ILMN_1785114
FLJ10986	ILMN_1737604
KCNK10	ILMN_1709253
IPO9	ILMN_1723117
TTTY17A	ILMN_2055396
TTTY17A	ILMN_2055391
TTTY17A	ILMN_1663406
LOC100133740	ILMN_3206884
MIR383	ILMN_3309995
LOC100127919	ILMN_3270511
FAM184B	ILMN_3240888
SETDB2	ILMN_1731644
LOC440509	ILMN_1684407
NETO1	ILMN_2249578
MAP2K5	ILMN_1718129
IFT122	ILMN_1720724
EXOSC7	ILMN_2055477
CUX2	ILMN_1669876
HS6ST1	ILMN_1759987
VPREB1	ILMN_1738549
LOC729312	ILMN_3224982
LOC100133076	ILMN_3243414
CBWD6	ILMN_1659006
RDH10	ILMN_1714335
KLF10	ILMN_1667594
NEUROG3	ILMN_1765244
TICAM1	ILMN_1815079
TICAM1	ILMN_1724863
LOC389832	ILMN_1659851
CAPRIN1	ILMN_1754145
CAPRIN1	ILMN_1770676
NBPF20	ILMN_1800414
SNORD52	ILMN_3246391
LOC653820	ILMN_1723433
LOC441666	ILMN_3239709
SUZ12	ILMN_1797813
OR13H1	ILMN_1718219
LOC100133200	ILMN_3235549
LOC651675	ILMN_1670273
CAPN5	ILMN_1737089
DCAF16	ILMN_1753440
MGAT5B	ILMN_1692477
RNF141	ILMN_1815010
ANKRD27	ILMN_1794063
LOC100131500	ILMN_3287153
LOC649578	ILMN_1670442
ZNF627	ILMN_1708787
ZNF627	ILMN_2197519
SLC7A4	ILMN_1774229
TMEM50B	ILMN_1757391
ANGPT4	ILMN_1758443
EPCAM	ILMN_3249032
LOC100133373	ILMN_3242386
FAM106A	ILMN_1714219
LOC391532	ILMN_3292163
C6orf123	ILMN_1726152
TMCC3	ILMN_1685493
LOC653806	ILMN_1719807
C2orf34	ILMN_1738099
CDKL2	ILMN_1856533
CDKL2	ILMN_1782441
C1QL1	ILMN_1716957
GRM7	ILMN_1696060
LOC401115	ILMN_1668629
LOC644919	ILMN_1679106
CHD8	ILMN_1806122
PDGFA	ILMN_1782661
PPP2CB	ILMN_1712659
PPP2CB	ILMN_1768582
ATF6B	ILMN_3194911
LOC343184	ILMN_3274601
LOC731196	ILMN_1800103
LOC731196	ILMN_1653185
COMMD2	ILMN_1683305
AREGB	ILMN_3236613
LOC100134246	ILMN_3246502
CDS2	ILMN_1790973
MIR548M	ILMN_3308300
LOC644010	ILMN_1722092
LCORL	ILMN_1730085
PRG4	ILMN_3304072
CYP3A7	ILMN_1685043
WDR24	ILMN_1761442
CFHR5	ILMN_1718248
EIF1AX	ILMN_1770895
HRG	ILMN_2193936
HRG	ILMN_1807339
DDX12	ILMN_1657374
LOC401620	ILMN_1809550
C21orf71	ILMN_3246107
LOC642772	ILMN_1668554
LOC100130348	ILMN_3259120
LOC650412	ILMN_1813116
NETO1	ILMN_2357086
NETO1	ILMN_1783168
LOC646491	ILMN_1739864
LOC646033	ILMN_1712789
ABCF3	ILMN_1810085
HIF3A	ILMN_2265623
CDV3	ILMN_1776158
DRD1IP	ILMN_1771622
SAFB	ILMN_1722059
MIR1978	ILMN_3310491
LOC100131154	ILMN_3211833
USP51	ILMN_1740413
PYCARD	ILMN_1698766
UQCRB	ILMN_2128489
UQCRB	ILMN_1759453
SI	ILMN_2045849
TTC21A	ILMN_1715332
OR2A7	ILMN_2295747
C16orf13	ILMN_1774990
GPSM1	ILMN_1709307
LOC642037	ILMN_1672360
IPF1	ILMN_1742993
HORMAD2	ILMN_1679139
GAB1	ILMN_1666910
GAB1	ILMN_1781672
LOC653876	ILMN_1758657
LOC653125	ILMN_1732291
TCTEX1D4	ILMN_2204526
NPSR1	ILMN_1720468
NPSR1	ILMN_1704206
LOC440503	ILMN_1791467
NRG4	ILMN_1804662
EI24	ILMN_1726138
EBAG9	ILMN_2273683
EBAG9	ILMN_1791896
LOC100133521	ILMN_3198636
C12orf50	ILMN_2105298
C12orf50	ILMN_1715567
PPP1R1B	ILMN_2304495
PPP1R1B	ILMN_1759012
B3GALT5	ILMN_1800713
SLC15A4	ILMN_1679731
LOC642571	ILMN_1672205
CMTM3	ILMN_1679277
CMTM3	ILMN_1705442
LOC220594	ILMN_1704295
FLJ43860	ILMN_1662091
FLJ43860	ILMN_1698060
FLJ43860	ILMN_1659980
CLIC6	ILMN_1699665
PRSS35	ILMN_1769580
PKM2	ILMN_1672650
LOC653537	ILMN_1656421
CDCA7L	ILMN_2230683
A2BP1	ILMN_1787689
SPRED1	ILMN_1804277
SAPS2	ILMN_1689126
LOC100128899	ILMN_3269484
LOC727878	ILMN_3294066
C6orf129	ILMN_1651987
PEG3	ILMN_1675331
LOC729992	ILMN_3302508
RNF5P1	ILMN_1759948
LOC441070	ILMN_1670832
IL15	ILMN_2369221
IL15	ILMN_2273053
LOC441584	ILMN_2221063
LOC100134470	ILMN_3236129
HBS1L	ILMN_1659495
CPSF3L	ILMN_1762316
CPSF3L	ILMN_1718013
DEFB114	ILMN_1800476
FAM189B	ILMN_2346769
LIAS	ILMN_2393341
ABCC10	ILMN_1776119
USP22	ILMN_1752255
PHF11	ILMN_2284706
PHF11	ILMN_1776723
PHF11	ILMN_2390162
ZBTB16	ILMN_1750496
ZBTB16	ILMN_2305407
LOC493869	ILMN_1767665
LOC653319	ILMN_1652248
LOC100131965	ILMN_3249613
VNN2	ILMN_1678939
VNN2	ILMN_1758864
LOC650346	ILMN_1741521
TOP3A	ILMN_1700487
TOP3A	ILMN_2072973
HLA-DRB1	ILMN_1715169
PRSS27	ILMN_1775549
LOC728936	ILMN_1803973
DHODH	ILMN_1782993
APIP	ILMN_2128293
APIP	ILMN_1793598
LOC100132339	ILMN_3200688
IER3	ILMN_1682717
LOC651553	ILMN_1813633
SRRM1	ILMN_1697670
LOC100132861	ILMN_3276751
LOC646496	ILMN_1681332
SV2C	ILMN_1724352
EIF3M	ILMN_2192693
EIF3M	ILMN_2192694
ADAM15	ILMN_1756920
ADAM15	ILMN_1751500
LOC100129267	ILMN_3191227
LOC341315	ILMN_3201221
MAPK14	ILMN_1788002
LOC652346	ILMN_3246055
C16orf87	ILMN_1690911
LOC100132805	ILMN_3295874
LOC100132805	ILMN_3219344
ZNF75D	ILMN_2101025
LOC641787	ILMN_3238297
SMA5	ILMN_1662483
SMA5	ILMN_1770444
OR6C70	ILMN_2208895
MRPL2	ILMN_1763264
RINT1	ILMN_1784584
LOC100133333	ILMN_3247769
DKFZp686I15217	ILMN_2138622
DKFZp686I15217	ILMN_1668825
DPP10	ILMN_1778425
PANX3	ILMN_1811316
ZNF781	ILMN_2141455
MOGAT3	ILMN_1694634
SLC5A3	ILMN_1787813
SALL1	ILMN_1657888
LOC732138	ILMN_1859744
DBX2	ILMN_1724511
MIR595	ILMN_3309879
CEP72	ILMN_1800611
HIST1H2AE	ILMN_1756849
CDC2L1	ILMN_2359935
MX2	ILMN_2231928
LOC644228	ILMN_1689153
SCRN2	ILMN_1662016
LOC100132560	ILMN_3236507
ZMYM3	ILMN_1662801
ZMYM3	ILMN_1656316
PRPF19	ILMN_1769545
C1GALT1C1	ILMN_1751234
C1GALT1C1	ILMN_1753903
PROK1	ILMN_1716259
IL1F5	ILMN_1804901
LOC100131554	ILMN_3282578
CTPS2	ILMN_1690693
TMEM2	ILMN_1784661
LOC100128435	ILMN_3260469
LOC100128435	ILMN_3184010
LOC220930	ILMN_3249620
LEPROTL1	ILMN_1752591
CLEC4A	ILMN_2399363
ZNF69	ILMN_3251506
FBXL19	ILMN_1671215
LSM2	ILMN_2070300
LOC92154	ILMN_1780299
ARPP19	ILMN_2059505
ARPP19	ILMN_1772798
ABCB4	ILMN_1767349
LOC728723	ILMN_1692589
MLL5	ILMN_1783606
NOTCH2	ILMN_1777845
ABCA6	ILMN_1795507
ABCA6	ILMN_1701551
BRS3	ILMN_1756165
CES4	ILMN_1767415
CUTA	ILMN_2311989
C5orf36	ILMN_2121147
C5orf36	ILMN_1791650
LOC391142	ILMN_3296870
PTPDC1	ILMN_1810011
PTPDC1	ILMN_1761031
ZNF259	ILMN_1753790
CSF2RB	ILMN_1798475
TRAF3IP2	ILMN_1663381
HSP90B1	ILMN_2096116
LOC391427	ILMN_1798573
ATP5E	ILMN_3261197
MIR98	ILMN_3308592
DLGAP4	ILMN_1754842
UNC13C	ILMN_1678448
UNC13C	ILMN_2306661
HRH2	ILMN_1722411
PIP4K2C	ILMN_1787308
GON4L	ILMN_1740770
GON4L	ILMN_1661138
C12orf56	ILMN_1770616
PTBP1	ILMN_2333319
OR10H5	ILMN_1764050
ZC3H4	ILMN_2087575
MIR376A1	ILMN_3308465
LOC645582	ILMN_1794962
ZNF18	ILMN_1806713
DEFB128	ILMN_2070583
MIR1231	ILMN_3308520
MMP19	ILMN_1782953
GPR109B	ILMN_1677693
INE2	ILMN_3238420
EPO	ILMN_1665671
LOC645648	ILMN_1711098
C15orf27	ILMN_1808956
SNORD55	ILMN_1680393
MIR1276	ILMN_3308698
ASPRV1	ILMN_1762284
RCOR1	ILMN_1743421
POU6F2	ILMN_1773914
ODF2L	ILMN_1800517
CRISP2	ILMN_1775569
GPR45	ILMN_2052487
LOC645882	ILMN_1665244
KATNB1	ILMN_1735735
EPS8L2	ILMN_1788553
LOC100132098	ILMN_3237483
LOC650755	ILMN_1768165
GUSBL1	ILMN_1780700
RPA2	ILMN_1753582
MIR215	ILMN_3309074
LOC100131857	ILMN_3284000
PDX1	ILMN_3249216
LOC100132655	ILMN_3278245
FLJ00312	ILMN_1660982
LOC339799	ILMN_1678141
LOC727839	ILMN_3281134
LOC727839	ILMN_3204630
C6orf111	ILMN_2161357
MYC	ILMN_1680618
FAM48B1	ILMN_3309589
CASP2	ILMN_1736568
SLC25A45	ILMN_2371397
SLC25A45	ILMN_1810727
GPR6	ILMN_1796475
KRTAP19-1	ILMN_1801138
MAP2K2	ILMN_1657968
SNORA41	ILMN_3241798
C19orf21	ILMN_1683905
ATF7IP	ILMN_1716435
LOC100133315	ILMN_3201034
LOC100133315	ILMN_3277511
LOC100132541	ILMN_3247297
MBNL1	ILMN_2313158
LOC644978	ILMN_1680029
MAPK10	ILMN_1748281
OR2H1	ILMN_1691962
PRAMEF5	ILMN_2094648
PRAMEF5	ILMN_1718135
LOC441420	ILMN_3248688
TSPYL5	ILMN_1737972
LOC728093	ILMN_3231554
LONRF2	ILMN_1820389
LONRF2	ILMN_1751016
C5orf34	ILMN_2198575
LOC100131973	ILMN_3274646
PPIL2	ILMN_1729690
PPIL2	ILMN_1802872
PPIL2	ILMN_1675273
LOC644889	ILMN_1696186
LOC646307	ILMN_1651582
NEURL4	ILMN_2407811
LOC645322	ILMN_1814541
TMEM183A	ILMN_1752589
TMEM183A	ILMN_3251388
PROK2	ILMN_1775257
OR8K3	ILMN_1808262
SPAG6	ILMN_2313378
NPS	ILMN_3245281
CABP2	ILMN_1760288
CABP2	ILMN_2398815
LOC730952	ILMN_1670625
TACC2	ILMN_2363165
RABL2B	ILMN_1810058
LOC728780	ILMN_3234664
SNHG7	ILMN_3233229
C7orf40	ILMN_3248773
LOC643261	ILMN_1662418
UGCGL1	ILMN_1755462
UGCGL1	ILMN_2360291
PCDHA2	ILMN_1672326
FOXD4L2	ILMN_1698938
FOXD4L2	ILMN_1705550
UBIAD1	ILMN_1651872
LOC645058	ILMN_1742887
CTSW	ILMN_1794364
RABEP2	ILMN_1693466
LOC100131196	ILMN_3202673
PRRX2	ILMN_1790338
FAM75B	ILMN_3237067
LOC645545	ILMN_1658072
UBAP2L	ILMN_1814789
IMPAD1	ILMN_1696311
FAM69B	ILMN_1669044
LOC100130453	ILMN_3176916
TOX2	ILMN_3230215
PIP5K1C	ILMN_1668514
EDNRB	ILMN_1751904
EDNRB	ILMN_1675100
LOC644327	ILMN_1790045
CDC16	ILMN_2256765
CDC16	ILMN_2339796
HIST2H4B	ILMN_3238233
TBL1XR1	ILMN_1798657
TTTY11	ILMN_2163540
TTTY11	ILMN_2163538
MAGEA1	ILMN_1722830
PHYHD1	ILMN_2183692
SIRT3	ILMN_1733985
LOC340529	ILMN_1745409
LOC651872	ILMN_1698007
EIF2C4	ILMN_1706304
TP53BP2	ILMN_1779706
NUP85	ILMN_1669635
LOC644468	ILMN_1679113
SLC26A5	ILMN_1796154
TOP1	ILMN_2192316
TCF12	ILMN_2314007
RAB37	ILMN_1737364
RAB37	ILMN_2255579
LOC100131851	ILMN_3281855
DNMT3A	ILMN_1676128
PIM3	ILMN_1672034
PIM3	ILMN_1707748
LOC730389	ILMN_3244130
LOC729960	ILMN_3299074
FGFR3	ILMN_1723123
DAD1	ILMN_1731619
PFN1	ILMN_2151817
PFN1	ILMN_1712950
B4GALT6	ILMN_1732555
SCD5	ILMN_1746164
BLID	ILMN_1807331
PML	ILMN_2248192
FBXW7	ILMN_1655906
GPR22	ILMN_1684865
MT1G	ILMN_1715401
LOC644993	ILMN_1657886
LOC643738	ILMN_1754186
MAP2K3	ILMN_1680777
REG3A	ILMN_2382679
KIAA1026	ILMN_1680399
C10orf141	ILMN_1730047
C10orf141	ILMN_2071682
CHRNG	ILMN_1784633
LOC727677	ILMN_3237569
LOC387895	ILMN_1672049
ANKRD17	ILMN_1712019
ANKRD17	ILMN_2406335
HTR1D	ILMN_1804886
LOC727758	ILMN_3248379
NUDCD2	ILMN_1751589
NUDCD2	ILMN_2048822
SLC19A2	ILMN_2201668
MYH1	ILMN_2051113
PPBPL2	ILMN_3297280
C11orf10	ILMN_1786759
DEFB125	ILMN_1706077
DNAJC24	ILMN_1685930
LOC653935	ILMN_1698379
LOC401875	ILMN_3213916
RAB34	ILMN_1810486
UNKL	ILMN_2126408
LOC729252	ILMN_1797704
ERBB2IP	ILMN_2352401
MYBPC3	ILMN_1781184
PRELID2	ILMN_1668986
SWAP70	ILMN_1785175
OR51B5	ILMN_1657002
OR51B5	ILMN_2063446
SCARNA11	ILMN_3236010
GPR61	ILMN_1671225
C1orf27	ILMN_1704222
GLRA1	ILMN_1764797
LOC646891	ILMN_3276647
F11	ILMN_1807101
F11	ILMN_1764061
LOC390345	ILMN_3284584
FOXE3	ILMN_1719934
FOXE3	ILMN_1815599
UBASH3A	ILMN_1684450
LOC728621	ILMN_2137382
PILRB	ILMN_1685534
PROSC	ILMN_1748908
TEX28	ILMN_1670139
LOC400011	ILMN_3284361
LOC653340	ILMN_3249496
SLC24A4	ILMN_1815949
SLC24A4	ILMN_1675391
MIRLET7C	ILMN_3309179
CUX1	ILMN_2330213
HBS1L	ILMN_2218024
HAVCR2	ILMN_1693826
LOC652071	ILMN_1683597
TRAPPC9	ILMN_1711368
MRPL19	ILMN_1771149
P2RY6	ILMN_1782275
PBRM1	ILMN_2385239
PBRM1	ILMN_1659470
PBRM1	ILMN_1723822
C1orf89	ILMN_1683990
FYN	ILMN_1781207
FYN	ILMN_1686555
CYB561	ILMN_1771179
CYB561	ILMN_1679721
ABHD2	ILMN_1723662
ABHD2	ILMN_2403446
LOC646026	ILMN_1684987
LOC730525	ILMN_1651610
LOC651430	ILMN_1653760
C4orf11	ILMN_1755519
MIR523	ILMN_3308585
ZNF66	ILMN_3232303
BDH1	ILMN_1677637
TBC1D2B	ILMN_2064606
LOC285500	ILMN_1786838
CYTSB	ILMN_3255061
C10orf76	ILMN_1838791
C10orf76	ILMN_1792110
LCMT1	ILMN_2336186
LOC388885	ILMN_1698291
LOC201725	ILMN_1792712
LOC100132528	ILMN_3219197
LOC100132528	ILMN_3234436
AGR2	ILMN_3307841
MIR1908	ILMN_3308622
ABCG5	ILMN_1716592
SIX3	ILMN_1799076
CRB3	ILMN_2405680
LOC100130775	ILMN_3271244
LOC646609	ILMN_1669605
MCM5	ILMN_1815169
KIAA0090	ILMN_2153280
S100P	ILMN_1801216
CCR2	ILMN_3232921
CCR2	ILMN_3188479
FLJ42842	ILMN_1657378
C17orf63	ILMN_1812441
ZNF843	ILMN_3249372
SLITRK4	ILMN_2199768
LOC388969	ILMN_1679771
LOC647946	ILMN_1656767
MGC12538	ILMN_3304802
DST	ILMN_1665873
LOC648863	ILMN_1705330
LOC441131	ILMN_3200414
SPANXN4	ILMN_1808463
LOC100128519	ILMN_3262895
LOC100128519	ILMN_3186437
LOC100129482	ILMN_3255741
LVRN	ILMN_3246826
LMO3	ILMN_1764231
LMO3	ILMN_1813295
LOC391771	ILMN_1656720
LOC389199	ILMN_1787063
HNRNPR	ILMN_3177285
GRXCR1	ILMN_1793305
CLDN23	ILMN_1725338
SLC45A4	ILMN_2391976
LOC100131836	ILMN_3292528
MIR873	ILMN_3310735
FBXW11	ILMN_2394571
FBXW11	ILMN_2394576
SPTBN4	ILMN_1706548
RUNX1	ILMN_1669335
LOC100129083	ILMN_3187554
LOC647850	ILMN_1690463
RNF175	ILMN_1741281
LOC653886	ILMN_1729304
LOC649025	ILMN_1750262
LOC100129917	ILMN_3187713
AKR1CL1	ILMN_3307911
LOC643722	ILMN_1652649
RPH3AL	ILMN_1693717
RNF34	ILMN_2398664
RNF34	ILMN_1786039
PDCD2	ILMN_1797684
HNRNPH3	ILMN_3270641
ACOT1	ILMN_2121389
ACOT1	ILMN_1715543
CNIH2	ILMN_1808903
MGEA5	ILMN_1686750
CIB1	ILMN_1684205
PSORS1C3	ILMN_3309634
TOP3B	ILMN_1765021
RAP2C	ILMN_1773561
C2CD2L	ILMN_1778132
ZNF844	ILMN_3238123
CPA4	ILMN_1784294
C20orf117	ILMN_1727920
CD164	ILMN_1783852
OTUD6B	ILMN_2215631
OTUD6B	ILMN_1772703
SLC16A11	ILMN_2115777
LOC650212	ILMN_1675657
LOC441242	ILMN_3277402
ATG4B	ILMN_1691173
CCDC14	ILMN_1677239
SNORD116-27	ILMN_3310745
